Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-01 00:00:00,France,France,FR,40.58,61.19,91.19,15.71,opendata.reseaux-energies.fr,False,
2021-01-01 01:00:00,France,France,FR,40.42,61.06,91.41,16.49,opendata.reseaux-energies.fr,False,
2021-01-01 02:00:00,France,France,FR,31.75,50.87,92.58,15.61,opendata.reseaux-energies.fr,False,
2021-01-01 03:00:00,France,France,FR,27.53,45.85,93.18,15.44,opendata.reseaux-energies.fr,False,
2021-01-01 04:00:00,France,France,FR,28.22,46.51,93.21,14.94,opendata.reseaux-energies.fr,False,
2021-01-01 05:00:00,France,France,FR,31.88,50.9,92.64,15.15,opendata.reseaux-energies.fr,False,
2021-01-01 06:00:00,France,France,FR,31.21,49.95,92.95,16.55,opendata.reseaux-energies.fr,False,
2021-01-01 07:00:00,France,France,FR,30.86,49.43,93.04,16.24,opendata.reseaux-energies.fr,False,
2021-01-01 08:00:00,France,France,FR,30.05,48.51,93.17,15.94,opendata.reseaux-energies.fr,False,
2021-01-01 09:00:00,France,France,FR,31.28,50.26,92.96,16.99,opendata.reseaux-energies.fr,False,
2021-01-01 10:00:00,France,France,FR,31.04,50.23,92.98,18.08,opendata.reseaux-energies.fr,False,
2021-01-01 11:00:00,France,France,FR,33.36,53.12,92.71,18.96,opendata.reseaux-energies.fr,False,
2021-01-01 12:00:00,France,France,FR,29.99,49.04,93.16,18.99,opendata.reseaux-energies.fr,False,
2021-01-01 13:00:00,France,France,FR,25.19,43.27,93.77,18.59,opendata.reseaux-energies.fr,False,
2021-01-01 14:00:00,France,France,FR,26.79,45.26,93.3,17.77,opendata.reseaux-energies.fr,False,
2021-01-01 15:00:00,France,France,FR,30.44,49.7,92.35,16.48,opendata.reseaux-energies.fr,False,
2021-01-01 16:00:00,France,France,FR,34.34,54.41,91.42,16.02,opendata.reseaux-energies.fr,False,
2021-01-01 17:00:00,France,France,FR,35.16,55.03,91.48,19.36,opendata.reseaux-energies.fr,False,
2021-01-01 18:00:00,France,France,FR,41.71,62.8,90.58,19.95,opendata.reseaux-energies.fr,False,
2021-01-01 19:00:00,France,France,FR,40.63,61.79,90.49,18.68,opendata.reseaux-energies.fr,False,
2021-01-01 20:00:00,France,France,FR,42.12,63.68,90.17,15.99,opendata.reseaux-energies.fr,False,
2021-01-01 21:00:00,France,France,FR,44.46,66.39,90.03,14.99,opendata.reseaux-energies.fr,False,
2021-01-01 22:00:00,France,France,FR,48.73,71.43,89.39,15.25,opendata.reseaux-energies.fr,False,
2021-01-01 23:00:00,France,France,FR,41.05,61.73,90.92,15.03,opendata.reseaux-energies.fr,False,
2021-01-02 00:00:00,France,France,FR,37.92,57.86,91.88,14.75,opendata.reseaux-energies.fr,False,
2021-01-02 01:00:00,France,France,FR,34.98,54.68,92.04,14.87,opendata.reseaux-energies.fr,False,
2021-01-02 02:00:00,France,France,FR,32.17,51.11,92.6,14.69,opendata.reseaux-energies.fr,False,
2021-01-02 03:00:00,France,France,FR,27.98,46.07,93.28,15.17,opendata.reseaux-energies.fr,False,
2021-01-02 04:00:00,France,France,FR,31.29,50.1,92.68,15.43,opendata.reseaux-energies.fr,False,
2021-01-02 05:00:00,France,France,FR,33.54,52.63,92.48,15.54,opendata.reseaux-energies.fr,False,
2021-01-02 06:00:00,France,France,FR,39.37,59.79,91.35,15.43,opendata.reseaux-energies.fr,False,
2021-01-02 07:00:00,France,France,FR,42.62,64.09,90.4,15.49,opendata.reseaux-energies.fr,False,
2021-01-02 08:00:00,France,France,FR,48.02,70.61,89.38,16.96,opendata.reseaux-energies.fr,False,
2021-01-02 09:00:00,France,France,FR,48.82,71.73,89.16,18.69,opendata.reseaux-energies.fr,False,
2021-01-02 10:00:00,France,France,FR,47.05,69.85,89.38,20.14,opendata.reseaux-energies.fr,False,
2021-01-02 11:00:00,France,France,FR,48.51,71.8,89.08,21.21,opendata.reseaux-energies.fr,False,
2021-01-02 12:00:00,France,France,FR,44.63,67.28,89.55,21.78,opendata.reseaux-energies.fr,False,
2021-01-02 13:00:00,France,France,FR,41.91,64.07,89.88,20.35,opendata.reseaux-energies.fr,False,
2021-01-02 14:00:00,France,France,FR,39.41,61.15,90.09,19.44,opendata.reseaux-energies.fr,False,
2021-01-02 15:00:00,France,France,FR,40.53,62.29,89.85,18.79,opendata.reseaux-energies.fr,False,
2021-01-02 16:00:00,France,France,FR,43.08,64.92,89.71,19.23,opendata.reseaux-energies.fr,False,
2021-01-02 17:00:00,France,France,FR,48.56,71.15,89.13,20.71,opendata.reseaux-energies.fr,False,
2021-01-02 18:00:00,France,France,FR,53.9,77.43,88.39,21.09,opendata.reseaux-energies.fr,False,
2021-01-02 19:00:00,France,France,FR,55.77,79.76,87.99,19.11,opendata.reseaux-energies.fr,False,
2021-01-02 20:00:00,France,France,FR,59.09,83.73,87.46,16.67,opendata.reseaux-energies.fr,False,
2021-01-02 21:00:00,France,France,FR,58.97,83.48,87.64,15.17,opendata.reseaux-energies.fr,False,
2021-01-02 22:00:00,France,France,FR,61.35,86.12,87.47,15.75,opendata.reseaux-energies.fr,False,
2021-01-02 23:00:00,France,France,FR,54.08,77.35,88.92,15.93,opendata.reseaux-energies.fr,False,
2021-01-03 00:00:00,France,France,FR,49.09,70.95,90.43,16.73,opendata.reseaux-energies.fr,False,
2021-01-03 01:00:00,France,France,FR,45.28,66.43,91.11,16.05,opendata.reseaux-energies.fr,False,
2021-01-03 02:00:00,France,France,FR,39.76,59.89,91.78,14.72,opendata.reseaux-energies.fr,False,
2021-01-03 03:00:00,France,France,FR,36.24,55.68,92.37,14.62,opendata.reseaux-energies.fr,False,
2021-01-03 04:00:00,France,France,FR,37.07,56.71,92.22,14.33,opendata.reseaux-energies.fr,False,
2021-01-03 05:00:00,France,France,FR,39.4,59.44,91.98,14.52,opendata.reseaux-energies.fr,False,
2021-01-03 06:00:00,France,France,FR,41.62,62.16,91.67,15.13,opendata.reseaux-energies.fr,False,
2021-01-03 07:00:00,France,France,FR,44.98,66.04,91.23,15.5,opendata.reseaux-energies.fr,False,
2021-01-03 08:00:00,France,France,FR,45.24,66.64,90.8,16.29,opendata.reseaux-energies.fr,False,
2021-01-03 09:00:00,France,France,FR,44.56,66.22,90.76,17.66,opendata.reseaux-energies.fr,False,
2021-01-03 10:00:00,France,France,FR,45.73,67.82,90.56,18.95,opendata.reseaux-energies.fr,False,
2021-01-03 11:00:00,France,France,FR,49.09,71.67,90.26,20.69,opendata.reseaux-energies.fr,False,
2021-01-03 12:00:00,France,France,FR,46.56,68.77,90.49,20.28,opendata.reseaux-energies.fr,False,
2021-01-03 13:00:00,France,France,FR,46.9,69.06,90.34,18.38,opendata.reseaux-energies.fr,False,
2021-01-03 14:00:00,France,France,FR,44.28,65.94,90.55,17.39,opendata.reseaux-energies.fr,False,
2021-01-03 15:00:00,France,France,FR,43.78,65.37,90.24,15.93,opendata.reseaux-energies.fr,False,
2021-01-03 16:00:00,France,France,FR,50.96,73.78,88.97,15.95,opendata.reseaux-energies.fr,False,
2021-01-03 17:00:00,France,France,FR,61.2,85.33,87.88,18.39,opendata.reseaux-energies.fr,False,
2021-01-03 18:00:00,France,France,FR,60.71,84.65,88.07,21.07,opendata.reseaux-energies.fr,False,
2021-01-03 19:00:00,France,France,FR,57.36,80.69,88.5,21.25,opendata.reseaux-energies.fr,False,
2021-01-03 20:00:00,France,France,FR,54.99,78.12,88.58,19.4,opendata.reseaux-energies.fr,False,
2021-01-03 21:00:00,France,France,FR,58.9,82.9,87.98,16.86,opendata.reseaux-energies.fr,False,
2021-01-03 22:00:00,France,France,FR,57.75,81.47,88.2,17.7,opendata.reseaux-energies.fr,False,
2021-01-03 23:00:00,France,France,FR,56.73,80.18,88.52,16.92,opendata.reseaux-energies.fr,False,
2021-01-04 00:00:00,France,France,FR,55.8,79.3,88.43,14.65,opendata.reseaux-energies.fr,False,
2021-01-04 01:00:00,France,France,FR,59.06,83.37,87.65,14.27,opendata.reseaux-energies.fr,False,
2021-01-04 02:00:00,France,France,FR,56.23,79.88,88.25,13.89,opendata.reseaux-energies.fr,False,
2021-01-04 03:00:00,France,France,FR,52.72,75.45,88.93,13.32,opendata.reseaux-energies.fr,False,
2021-01-04 04:00:00,France,France,FR,56.81,80.27,88.25,13.38,opendata.reseaux-energies.fr,False,
2021-01-04 05:00:00,France,France,FR,63.83,88.85,86.96,14.4,opendata.reseaux-energies.fr,False,
2021-01-04 06:00:00,France,France,FR,70.35,96.73,85.72,16.97,opendata.reseaux-energies.fr,False,
2021-01-04 07:00:00,France,France,FR,71.56,97.95,85.61,19.65,opendata.reseaux-energies.fr,False,
2021-01-04 08:00:00,France,France,FR,72.1,98.41,85.7,20.86,opendata.reseaux-energies.fr,False,
2021-01-04 09:00:00,France,France,FR,74.27,100.95,85.44,21.37,opendata.reseaux-energies.fr,False,
2021-01-04 10:00:00,France,France,FR,69.75,95.81,86.01,22.12,opendata.reseaux-energies.fr,False,
2021-01-04 11:00:00,France,France,FR,70.4,96.62,86.05,24.12,opendata.reseaux-energies.fr,False,
2021-01-04 12:00:00,France,France,FR,69.72,96.38,85.83,23.49,opendata.reseaux-energies.fr,False,
2021-01-04 13:00:00,France,France,FR,67.25,93.54,86.11,22.06,opendata.reseaux-energies.fr,False,
2021-01-04 14:00:00,France,France,FR,64.66,90.37,86.39,21.4,opendata.reseaux-energies.fr,False,
2021-01-04 15:00:00,France,France,FR,66.95,92.74,86.13,20.18,opendata.reseaux-energies.fr,False,
2021-01-04 16:00:00,France,France,FR,69.92,95.89,85.87,21.62,opendata.reseaux-energies.fr,False,
2021-01-04 17:00:00,France,France,FR,71.84,97.51,86.08,24.4,opendata.reseaux-energies.fr,False,
2021-01-04 18:00:00,France,France,FR,74.4,101.07,85.77,25.37,opendata.reseaux-energies.fr,False,
2021-01-04 19:00:00,France,France,FR,81.14,109.61,84.54,22.45,opendata.reseaux-energies.fr,False,
2021-01-04 20:00:00,France,France,FR,78.74,107.02,84.63,19.21,opendata.reseaux-energies.fr,False,
2021-01-04 21:00:00,France,France,FR,77.96,105.61,84.58,17.64,opendata.reseaux-energies.fr,False,
2021-01-04 22:00:00,France,France,FR,81.13,109.18,84.21,17.93,opendata.reseaux-energies.fr,False,
2021-01-04 23:00:00,France,France,FR,71.38,97.96,85.4,17.41,opendata.reseaux-energies.fr,False,
2021-01-05 00:00:00,France,France,FR,72.75,99.66,85.11,15.67,opendata.reseaux-energies.fr,False,
2021-01-05 01:00:00,France,France,FR,74.48,101.79,84.78,15.49,opendata.reseaux-energies.fr,False,
2021-01-05 02:00:00,France,France,FR,71.0,97.68,85.35,15.08,opendata.reseaux-energies.fr,False,
2021-01-05 03:00:00,France,France,FR,71.2,97.65,85.53,14.93,opendata.reseaux-energies.fr,False,
2021-01-05 04:00:00,France,France,FR,69.3,95.49,85.8,14.94,opendata.reseaux-energies.fr,False,
2021-01-05 05:00:00,France,France,FR,79.4,107.46,84.17,16.38,opendata.reseaux-energies.fr,False,
2021-01-05 06:00:00,France,France,FR,80.77,108.79,84.15,20.18,opendata.reseaux-energies.fr,False,
2021-01-05 07:00:00,France,France,FR,85.54,113.67,83.94,22.94,opendata.reseaux-energies.fr,False,
2021-01-05 08:00:00,France,France,FR,77.65,104.36,85.19,24.37,opendata.reseaux-energies.fr,False,
2021-01-05 09:00:00,France,France,FR,78.19,105.0,85.18,25.33,opendata.reseaux-energies.fr,False,
2021-01-05 10:00:00,France,France,FR,77.38,104.14,85.31,25.53,opendata.reseaux-energies.fr,False,
2021-01-05 11:00:00,France,France,FR,78.05,105.03,85.2,26.09,opendata.reseaux-energies.fr,False,
2021-01-05 12:00:00,France,France,FR,77.07,104.55,85.21,25.69,opendata.reseaux-energies.fr,False,
2021-01-05 13:00:00,France,France,FR,77.87,105.61,84.96,24.52,opendata.reseaux-energies.fr,False,
2021-01-05 14:00:00,France,France,FR,80.73,109.27,84.36,23.2,opendata.reseaux-energies.fr,False,
2021-01-05 15:00:00,France,France,FR,83.98,112.92,83.88,22.31,opendata.reseaux-energies.fr,False,
2021-01-05 16:00:00,France,France,FR,84.67,113.45,83.97,23.19,opendata.reseaux-energies.fr,False,
2021-01-05 17:00:00,France,France,FR,82.21,110.11,84.59,25.13,opendata.reseaux-energies.fr,False,
2021-01-05 18:00:00,France,France,FR,82.37,110.0,84.77,26.14,opendata.reseaux-energies.fr,False,
2021-01-05 19:00:00,France,France,FR,86.95,115.81,83.61,22.97,opendata.reseaux-energies.fr,False,
2021-01-05 20:00:00,France,France,FR,87.72,116.81,83.14,18.8,opendata.reseaux-energies.fr,False,
2021-01-05 21:00:00,France,France,FR,89.81,119.34,82.74,16.6,opendata.reseaux-energies.fr,False,
2021-01-05 22:00:00,France,France,FR,88.62,117.79,83.06,17.33,opendata.reseaux-energies.fr,False,
2021-01-05 23:00:00,France,France,FR,82.81,111.06,83.8,15.83,opendata.reseaux-energies.fr,False,
2021-01-06 00:00:00,France,France,FR,84.31,113.17,83.37,14.87,opendata.reseaux-energies.fr,False,
2021-01-06 01:00:00,France,France,FR,85.27,114.35,83.13,14.72,opendata.reseaux-energies.fr,False,
2021-01-06 02:00:00,France,France,FR,79.68,108.01,83.81,14.01,opendata.reseaux-energies.fr,False,
2021-01-06 03:00:00,France,France,FR,77.71,105.38,84.35,13.93,opendata.reseaux-energies.fr,False,
2021-01-06 04:00:00,France,France,FR,83.44,111.9,83.68,14.35,opendata.reseaux-energies.fr,False,
2021-01-06 05:00:00,France,France,FR,89.71,119.31,82.62,15.25,opendata.reseaux-energies.fr,False,
2021-01-06 06:00:00,France,France,FR,88.78,118.25,82.68,16.67,opendata.reseaux-energies.fr,False,
2021-01-06 07:00:00,France,France,FR,92.82,122.76,82.24,18.84,opendata.reseaux-energies.fr,False,
2021-01-06 08:00:00,France,France,FR,86.5,115.2,83.35,20.87,opendata.reseaux-energies.fr,False,
2021-01-06 09:00:00,France,France,FR,79.94,107.27,84.57,23.01,opendata.reseaux-energies.fr,False,
2021-01-06 10:00:00,France,France,FR,77.17,103.95,85.1,24.28,opendata.reseaux-energies.fr,False,
2021-01-06 11:00:00,France,France,FR,79.12,106.28,84.83,24.89,opendata.reseaux-energies.fr,False,
2021-01-06 12:00:00,France,France,FR,78.51,105.53,84.93,24.56,opendata.reseaux-energies.fr,False,
2021-01-06 13:00:00,France,France,FR,78.59,105.7,84.78,23.42,opendata.reseaux-energies.fr,False,
2021-01-06 14:00:00,France,France,FR,82.95,111.38,83.95,21.4,opendata.reseaux-energies.fr,False,
2021-01-06 15:00:00,France,France,FR,84.12,112.91,83.72,20.35,opendata.reseaux-energies.fr,False,
2021-01-06 16:00:00,France,France,FR,80.35,108.01,84.38,21.18,opendata.reseaux-energies.fr,False,
2021-01-06 17:00:00,France,France,FR,77.38,103.72,85.13,24.15,opendata.reseaux-energies.fr,False,
2021-01-06 18:00:00,France,France,FR,77.85,103.95,85.29,25.2,opendata.reseaux-energies.fr,False,
2021-01-06 19:00:00,France,France,FR,81.53,108.85,84.4,22.96,opendata.reseaux-energies.fr,False,
2021-01-06 20:00:00,France,France,FR,87.43,116.32,83.08,18.57,opendata.reseaux-energies.fr,False,
2021-01-06 21:00:00,France,France,FR,93.31,123.54,81.9,15.44,opendata.reseaux-energies.fr,False,
2021-01-06 22:00:00,France,France,FR,93.98,124.25,81.93,16.12,opendata.reseaux-energies.fr,False,
2021-01-06 23:00:00,France,France,FR,91.82,121.77,82.26,15.18,opendata.reseaux-energies.fr,False,
2021-01-07 00:00:00,France,France,FR,94.71,125.38,81.73,14.26,opendata.reseaux-energies.fr,False,
2021-01-07 01:00:00,France,France,FR,96.54,127.48,81.44,13.51,opendata.reseaux-energies.fr,False,
2021-01-07 02:00:00,France,France,FR,93.17,123.63,81.77,12.91,opendata.reseaux-energies.fr,False,
2021-01-07 03:00:00,France,France,FR,88.5,117.83,82.75,13.3,opendata.reseaux-energies.fr,False,
2021-01-07 04:00:00,France,France,FR,95.19,125.55,81.82,12.99,opendata.reseaux-energies.fr,False,
2021-01-07 05:00:00,France,France,FR,94.39,123.76,82.37,14.41,opendata.reseaux-energies.fr,False,
2021-01-07 06:00:00,France,France,FR,97.97,128.64,81.39,17.99,opendata.reseaux-energies.fr,False,
2021-01-07 07:00:00,France,France,FR,94.59,124.1,82.41,21.84,opendata.reseaux-energies.fr,False,
2021-01-07 08:00:00,France,France,FR,89.26,116.83,83.99,24.34,opendata.reseaux-energies.fr,False,
2021-01-07 09:00:00,France,France,FR,85.81,113.21,84.43,25.15,opendata.reseaux-energies.fr,False,
2021-01-07 10:00:00,France,France,FR,84.15,111.89,84.41,25.06,opendata.reseaux-energies.fr,False,
2021-01-07 11:00:00,France,France,FR,84.08,112.29,84.23,25.19,opendata.reseaux-energies.fr,False,
2021-01-07 12:00:00,France,France,FR,82.29,110.38,84.31,24.5,opendata.reseaux-energies.fr,False,
2021-01-07 13:00:00,France,France,FR,82.01,110.23,84.11,23.17,opendata.reseaux-energies.fr,False,
2021-01-07 14:00:00,France,France,FR,81.49,109.43,84.14,21.65,opendata.reseaux-energies.fr,False,
2021-01-07 15:00:00,France,France,FR,79.49,106.77,84.39,21.25,opendata.reseaux-energies.fr,False,
2021-01-07 16:00:00,France,France,FR,80.77,107.63,84.49,23.11,opendata.reseaux-energies.fr,False,
2021-01-07 17:00:00,France,France,FR,85.54,112.93,84.16,25.45,opendata.reseaux-energies.fr,False,
2021-01-07 18:00:00,France,France,FR,91.32,120.4,83.54,25.67,opendata.reseaux-energies.fr,False,
2021-01-07 19:00:00,France,France,FR,84.57,112.44,84.02,23.48,opendata.reseaux-energies.fr,False,
2021-01-07 20:00:00,France,France,FR,82.0,109.89,83.85,19.59,opendata.reseaux-energies.fr,False,
2021-01-07 21:00:00,France,France,FR,88.5,117.55,82.9,17.0,opendata.reseaux-energies.fr,False,
2021-01-07 22:00:00,France,France,FR,95.42,125.79,81.74,16.5,opendata.reseaux-energies.fr,False,
2021-01-07 23:00:00,France,France,FR,87.2,116.14,82.96,15.56,opendata.reseaux-energies.fr,False,
2021-01-08 00:00:00,France,France,FR,85.36,113.97,83.27,15.4,opendata.reseaux-energies.fr,False,
2021-01-08 01:00:00,France,France,FR,87.53,116.55,82.87,15.23,opendata.reseaux-energies.fr,False,
2021-01-08 02:00:00,France,France,FR,85.08,113.69,83.17,14.41,opendata.reseaux-energies.fr,False,
2021-01-08 03:00:00,France,France,FR,84.45,113.12,83.14,13.42,opendata.reseaux-energies.fr,False,
2021-01-08 04:00:00,France,France,FR,90.89,120.98,82.12,13.77,opendata.reseaux-energies.fr,False,
2021-01-08 05:00:00,France,France,FR,95.76,127.18,81.36,15.73,opendata.reseaux-energies.fr,False,
2021-01-08 06:00:00,France,France,FR,95.71,126.91,81.75,18.45,opendata.reseaux-energies.fr,False,
2021-01-08 07:00:00,France,France,FR,94.69,125.23,82.25,21.96,opendata.reseaux-energies.fr,False,
2021-01-08 08:00:00,France,France,FR,91.97,121.43,83.11,24.08,opendata.reseaux-energies.fr,False,
2021-01-08 09:00:00,France,France,FR,86.58,115.4,83.94,25.44,opendata.reseaux-energies.fr,False,
2021-01-08 10:00:00,France,France,FR,82.45,110.94,84.39,25.49,opendata.reseaux-energies.fr,False,
2021-01-08 11:00:00,France,France,FR,78.23,105.71,84.9,26.32,opendata.reseaux-energies.fr,False,
2021-01-08 12:00:00,France,France,FR,76.02,103.23,85.14,25.7,opendata.reseaux-energies.fr,False,
2021-01-08 13:00:00,France,France,FR,63.71,88.92,86.68,24.33,opendata.reseaux-energies.fr,False,
2021-01-08 14:00:00,France,France,FR,72.94,99.63,85.47,23.09,opendata.reseaux-energies.fr,False,
2021-01-08 15:00:00,France,France,FR,81.34,109.51,84.2,20.87,opendata.reseaux-energies.fr,False,
2021-01-08 16:00:00,France,France,FR,82.55,110.33,84.19,21.55,opendata.reseaux-energies.fr,False,
2021-01-08 17:00:00,France,France,FR,85.29,113.02,83.9,23.47,opendata.reseaux-energies.fr,False,
2021-01-08 18:00:00,France,France,FR,83.12,110.34,84.21,24.66,opendata.reseaux-energies.fr,False,
2021-01-08 19:00:00,France,France,FR,83.99,111.66,83.89,23.06,opendata.reseaux-energies.fr,False,
2021-01-08 20:00:00,France,France,FR,82.92,111.18,83.63,19.78,opendata.reseaux-energies.fr,False,
2021-01-08 21:00:00,France,France,FR,85.65,114.43,83.18,17.86,opendata.reseaux-energies.fr,False,
2021-01-08 22:00:00,France,France,FR,89.63,119.16,82.57,17.88,opendata.reseaux-energies.fr,False,
2021-01-08 23:00:00,France,France,FR,89.35,118.69,82.75,17.11,opendata.reseaux-energies.fr,False,
2021-01-09 00:00:00,France,France,FR,91.47,121.23,82.44,15.85,opendata.reseaux-energies.fr,False,
2021-01-09 01:00:00,France,France,FR,87.84,117.15,82.82,15.17,opendata.reseaux-energies.fr,False,
2021-01-09 02:00:00,France,France,FR,81.32,109.6,83.64,14.53,opendata.reseaux-energies.fr,False,
2021-01-09 03:00:00,France,France,FR,81.24,109.52,83.71,13.53,opendata.reseaux-energies.fr,False,
2021-01-09 04:00:00,France,France,FR,83.13,111.64,83.54,13.66,opendata.reseaux-energies.fr,False,
2021-01-09 05:00:00,France,France,FR,84.98,113.76,83.3,14.17,opendata.reseaux-energies.fr,False,
2021-01-09 06:00:00,France,France,FR,84.88,113.4,83.42,15.18,opendata.reseaux-energies.fr,False,
2021-01-09 07:00:00,France,France,FR,89.77,118.4,83.24,16.73,opendata.reseaux-energies.fr,False,
2021-01-09 08:00:00,France,France,FR,91.42,120.12,83.3,19.15,opendata.reseaux-energies.fr,False,
2021-01-09 09:00:00,France,France,FR,83.98,111.77,84.39,21.4,opendata.reseaux-energies.fr,False,
2021-01-09 10:00:00,France,France,FR,78.66,105.93,85.12,22.44,opendata.reseaux-energies.fr,False,
2021-01-09 11:00:00,France,France,FR,81.42,109.54,84.66,23.11,opendata.reseaux-energies.fr,False,
2021-01-09 12:00:00,France,France,FR,78.23,106.07,84.94,22.1,opendata.reseaux-energies.fr,False,
2021-01-09 13:00:00,France,France,FR,71.2,97.84,85.76,20.83,opendata.reseaux-energies.fr,False,
2021-01-09 14:00:00,France,France,FR,67.93,93.75,86.15,20.45,opendata.reseaux-energies.fr,False,
2021-01-09 15:00:00,France,France,FR,63.96,88.85,86.67,19.95,opendata.reseaux-energies.fr,False,
2021-01-09 16:00:00,France,France,FR,66.94,91.84,86.45,21.32,opendata.reseaux-energies.fr,False,
2021-01-09 17:00:00,France,France,FR,73.49,99.06,85.86,23.87,opendata.reseaux-energies.fr,False,
2021-01-09 18:00:00,France,France,FR,76.96,103.24,85.32,23.96,opendata.reseaux-energies.fr,False,
2021-01-09 19:00:00,France,France,FR,77.83,104.75,84.86,22.14,opendata.reseaux-energies.fr,False,
2021-01-09 20:00:00,France,France,FR,77.28,104.41,84.63,19.7,opendata.reseaux-energies.fr,False,
2021-01-09 21:00:00,France,France,FR,81.64,109.56,84.05,18.53,opendata.reseaux-energies.fr,False,
2021-01-09 22:00:00,France,France,FR,84.95,113.17,83.8,19.21,opendata.reseaux-energies.fr,False,
2021-01-09 23:00:00,France,France,FR,79.55,106.91,84.66,18.65,opendata.reseaux-energies.fr,False,
2021-01-10 00:00:00,France,France,FR,76.45,103.14,85.35,17.29,opendata.reseaux-energies.fr,False,
2021-01-10 01:00:00,France,France,FR,75.42,101.92,85.53,16.74,opendata.reseaux-energies.fr,False,
2021-01-10 02:00:00,France,France,FR,67.45,92.26,86.95,15.95,opendata.reseaux-energies.fr,False,
2021-01-10 03:00:00,France,France,FR,64.08,88.09,87.57,15.12,opendata.reseaux-energies.fr,False,
2021-01-10 04:00:00,France,France,FR,65.56,89.77,87.43,14.68,opendata.reseaux-energies.fr,False,
2021-01-10 05:00:00,France,France,FR,68.78,93.64,86.84,14.8,opendata.reseaux-energies.fr,False,
2021-01-10 06:00:00,France,France,FR,75.88,101.79,85.9,14.93,opendata.reseaux-energies.fr,False,
2021-01-10 07:00:00,France,France,FR,78.98,105.57,85.28,15.16,opendata.reseaux-energies.fr,False,
2021-01-10 08:00:00,France,France,FR,82.54,110.21,84.44,16.29,opendata.reseaux-energies.fr,False,
2021-01-10 09:00:00,France,France,FR,81.95,110.06,84.36,18.7,opendata.reseaux-energies.fr,False,
2021-01-10 10:00:00,France,France,FR,78.88,106.97,84.69,19.85,opendata.reseaux-energies.fr,False,
2021-01-10 11:00:00,France,France,FR,78.35,106.51,84.82,20.87,opendata.reseaux-energies.fr,False,
2021-01-10 12:00:00,France,France,FR,75.62,103.25,85.24,20.33,opendata.reseaux-energies.fr,False,
2021-01-10 13:00:00,France,France,FR,75.12,102.73,85.16,18.02,opendata.reseaux-energies.fr,False,
2021-01-10 14:00:00,France,France,FR,74.25,101.49,85.18,16.54,opendata.reseaux-energies.fr,False,
2021-01-10 15:00:00,France,France,FR,74.89,101.93,84.96,15.26,opendata.reseaux-energies.fr,False,
2021-01-10 16:00:00,France,France,FR,78.53,105.74,84.6,16.32,opendata.reseaux-energies.fr,False,
2021-01-10 17:00:00,France,France,FR,80.84,108.39,84.42,20.2,opendata.reseaux-energies.fr,False,
2021-01-10 18:00:00,France,France,FR,78.8,106.07,84.71,21.81,opendata.reseaux-energies.fr,False,
2021-01-10 19:00:00,France,France,FR,78.3,105.48,84.73,20.97,opendata.reseaux-energies.fr,False,
2021-01-10 20:00:00,France,France,FR,81.53,109.47,84.02,18.15,opendata.reseaux-energies.fr,False,
2021-01-10 21:00:00,France,France,FR,84.56,113.02,83.56,16.39,opendata.reseaux-energies.fr,False,
2021-01-10 22:00:00,France,France,FR,80.55,108.35,84.07,17.87,opendata.reseaux-energies.fr,False,
2021-01-10 23:00:00,France,France,FR,79.28,107.09,84.14,16.19,opendata.reseaux-energies.fr,False,
2021-01-11 00:00:00,France,France,FR,79.2,107.27,84.01,14.86,opendata.reseaux-energies.fr,False,
2021-01-11 01:00:00,France,France,FR,79.46,107.51,83.95,14.31,opendata.reseaux-energies.fr,False,
2021-01-11 02:00:00,France,France,FR,76.37,103.56,84.63,13.55,opendata.reseaux-energies.fr,False,
2021-01-11 03:00:00,France,France,FR,72.76,99.38,85.15,13.55,opendata.reseaux-energies.fr,False,
2021-01-11 04:00:00,France,France,FR,73.05,100.16,84.7,13.76,opendata.reseaux-energies.fr,False,
2021-01-11 05:00:00,France,France,FR,73.91,100.56,84.95,15.95,opendata.reseaux-energies.fr,False,
2021-01-11 06:00:00,France,France,FR,83.51,111.77,83.69,20.83,opendata.reseaux-energies.fr,False,
2021-01-11 07:00:00,France,France,FR,83.95,111.47,84.15,24.93,opendata.reseaux-energies.fr,False,
2021-01-11 08:00:00,France,France,FR,81.9,109.22,84.56,26.22,opendata.reseaux-energies.fr,False,
2021-01-11 09:00:00,France,France,FR,81.48,109.24,84.6,26.4,opendata.reseaux-energies.fr,False,
2021-01-11 10:00:00,France,France,FR,78.62,106.07,84.92,26.05,opendata.reseaux-energies.fr,False,
2021-01-11 11:00:00,France,France,FR,76.84,104.14,85.24,26.0,opendata.reseaux-energies.fr,False,
2021-01-11 12:00:00,France,France,FR,74.03,100.87,85.55,25.91,opendata.reseaux-energies.fr,False,
2021-01-11 13:00:00,France,France,FR,71.57,97.87,85.83,24.84,opendata.reseaux-energies.fr,False,
2021-01-11 14:00:00,France,France,FR,70.25,96.33,85.85,24.37,opendata.reseaux-energies.fr,False,
2021-01-11 15:00:00,France,France,FR,73.62,100.28,85.15,23.2,opendata.reseaux-energies.fr,False,
2021-01-11 16:00:00,France,France,FR,73.76,99.6,85.62,24.6,opendata.reseaux-energies.fr,False,
