Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-01 00:00:00,Denmark,East Denmark,DK-DK2,87.06,174.28,88.05,71.51,entsoe.eu,False,
2021-01-01 01:00:00,Denmark,East Denmark,DK-DK2,80.79,169.6,88.8,72.12,entsoe.eu,False,
2021-01-01 02:00:00,Denmark,East Denmark,DK-DK2,80.99,171.4,88.85,71.9,entsoe.eu,False,
2021-01-01 03:00:00,Denmark,East Denmark,DK-DK2,86.46,179.59,88.12,70.97,entsoe.eu,False,
2021-01-01 04:00:00,Denmark,East Denmark,DK-DK2,98.61,193.33,86.67,69.92,entsoe.eu,False,
2021-01-01 05:00:00,Denmark,East Denmark,DK-DK2,103.21,200.88,86.04,69.43,entsoe.eu,False,
2021-01-01 06:00:00,Denmark,East Denmark,DK-DK2,103.45,202.29,86.03,68.76,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 07:00:00,Denmark,East Denmark,DK-DK2,105.29,205.93,85.82,69.08,entsoe.eu,False,
2021-01-01 08:00:00,Denmark,East Denmark,DK-DK2,107.06,201.22,85.61,68.12,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 09:00:00,Denmark,East Denmark,DK-DK2,115.67,213.78,84.48,68.74,entsoe.eu,False,
2021-01-01 10:00:00,Denmark,East Denmark,DK-DK2,113.02,206.59,84.74,69.1,entsoe.eu,False,
2021-01-01 11:00:00,Denmark,East Denmark,DK-DK2,110.77,201.57,83.92,67.69,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 12:00:00,Denmark,East Denmark,DK-DK2,109.24,204.74,83.9,67.49,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 13:00:00,Denmark,East Denmark,DK-DK2,111.52,208.59,83.28,67.26,entsoe.eu,False,
2021-01-01 14:00:00,Denmark,East Denmark,DK-DK2,113.85,214.82,82.97,67.83,entsoe.eu,False,
2021-01-01 15:00:00,Denmark,East Denmark,DK-DK2,122.0,225.78,81.53,66.93,entsoe.eu,False,
2021-01-01 16:00:00,Denmark,East Denmark,DK-DK2,124.6,228.02,81.12,66.77,entsoe.eu,False,
2021-01-01 17:00:00,Denmark,East Denmark,DK-DK2,122.53,228.98,81.64,67.58,entsoe.eu,False,
2021-01-01 18:00:00,Denmark,East Denmark,DK-DK2,123.36,228.89,81.51,66.73,entsoe.eu,False,
2021-01-01 19:00:00,Denmark,East Denmark,DK-DK2,124.8,226.97,80.71,65.44,entsoe.eu,False,
2021-01-01 20:00:00,Denmark,East Denmark,DK-DK2,122.05,223.95,81.2,65.4,entsoe.eu,False,
2021-01-01 21:00:00,Denmark,East Denmark,DK-DK2,120.21,227.23,82.99,67.38,entsoe.eu,False,
2021-01-01 22:00:00,Denmark,East Denmark,DK-DK2,115.56,221.64,84.01,67.41,entsoe.eu,False,
2021-01-01 23:00:00,Denmark,East Denmark,DK-DK2,103.26,202.18,86.04,67.09,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-02 00:00:00,Denmark,East Denmark,DK-DK2,95.85,194.15,86.84,67.52,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-02 01:00:00,Denmark,East Denmark,DK-DK2,94.2,193.45,87.06,67.94,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-02 02:00:00,Denmark,East Denmark,DK-DK2,90.0,190.07,87.67,68.62,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-02 03:00:00,Denmark,East Denmark,DK-DK2,89.79,189.09,87.68,68.16,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-02 04:00:00,Denmark,East Denmark,DK-DK2,95.39,189.35,86.92,66.51,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-02 05:00:00,Denmark,East Denmark,DK-DK2,114.03,211.71,84.43,66.45,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-02 06:00:00,Denmark,East Denmark,DK-DK2,120.2,220.91,83.08,65.82,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-02 07:00:00,Denmark,East Denmark,DK-DK2,131.66,233.28,80.36,64.69,entsoe.eu,False,
2021-01-02 08:00:00,Denmark,East Denmark,DK-DK2,129.36,222.23,80.69,63.92,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-02 09:00:00,Denmark,East Denmark,DK-DK2,120.59,215.87,82.07,65.68,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-02 10:00:00,Denmark,East Denmark,DK-DK2,116.63,214.66,82.99,67.23,entsoe.eu,False,
2021-01-02 11:00:00,Denmark,East Denmark,DK-DK2,117.12,213.21,82.95,66.77,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-02 12:00:00,Denmark,East Denmark,DK-DK2,114.21,212.0,83.37,67.28,entsoe.eu,False,
2021-01-02 13:00:00,Denmark,East Denmark,DK-DK2,115.93,214.53,83.05,67.05,entsoe.eu,False,
2021-01-02 14:00:00,Denmark,East Denmark,DK-DK2,126.88,228.68,80.55,66.31,entsoe.eu,False,
2021-01-02 15:00:00,Denmark,East Denmark,DK-DK2,129.28,233.51,80.73,67.46,entsoe.eu,False,
2021-01-02 16:00:00,Denmark,East Denmark,DK-DK2,129.01,232.88,80.53,67.57,entsoe.eu,False,
2021-01-02 17:00:00,Denmark,East Denmark,DK-DK2,118.49,218.03,82.15,67.97,entsoe.eu,False,
2021-01-02 18:00:00,Denmark,East Denmark,DK-DK2,125.04,227.82,81.42,67.78,entsoe.eu,False,
2021-01-02 19:00:00,Denmark,East Denmark,DK-DK2,121.13,222.71,82.4,68.09,entsoe.eu,False,
2021-01-02 20:00:00,Denmark,East Denmark,DK-DK2,127.25,227.92,81.65,68.29,entsoe.eu,False,
2021-01-02 21:00:00,Denmark,East Denmark,DK-DK2,131.46,232.99,80.66,67.82,entsoe.eu,False,
2021-01-02 22:00:00,Denmark,East Denmark,DK-DK2,119.48,221.01,82.37,67.5,entsoe.eu,False,
2021-01-02 23:00:00,Denmark,East Denmark,DK-DK2,99.02,193.99,86.45,68.76,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-03 00:00:00,Denmark,East Denmark,DK-DK2,105.14,203.34,85.54,69.42,entsoe.eu,False,
2021-01-03 01:00:00,Denmark,East Denmark,DK-DK2,102.15,199.74,85.81,70.99,entsoe.eu,False,
2021-01-03 02:00:00,Denmark,East Denmark,DK-DK2,106.03,198.55,85.29,71.13,entsoe.eu,False,
2021-01-03 03:00:00,Denmark,East Denmark,DK-DK2,105.27,194.08,85.36,69.85,entsoe.eu,False,
2021-01-03 04:00:00,Denmark,East Denmark,DK-DK2,115.99,206.12,83.98,69.34,entsoe.eu,False,
2021-01-03 05:00:00,Denmark,East Denmark,DK-DK2,124.69,217.29,82.9,72.59,entsoe.eu,False,
2021-01-03 06:00:00,Denmark,East Denmark,DK-DK2,123.78,214.17,82.83,74.86,entsoe.eu,False,
2021-01-03 07:00:00,Denmark,East Denmark,DK-DK2,116.84,205.71,83.85,75.09,entsoe.eu,False,
2021-01-03 08:00:00,Denmark,East Denmark,DK-DK2,119.91,208.62,83.57,77.87,entsoe.eu,False,
2021-01-03 09:00:00,Denmark,East Denmark,DK-DK2,119.19,207.8,83.75,78.89,entsoe.eu,False,
2021-01-03 10:00:00,Denmark,East Denmark,DK-DK2,114.61,200.83,84.33,79.72,entsoe.eu,False,
2021-01-03 11:00:00,Denmark,East Denmark,DK-DK2,116.45,202.86,84.13,81.05,entsoe.eu,False,
2021-01-03 12:00:00,Denmark,East Denmark,DK-DK2,116.97,202.77,84.04,81.91,entsoe.eu,False,
2021-01-03 13:00:00,Denmark,East Denmark,DK-DK2,118.45,202.8,83.99,82.51,entsoe.eu,False,
2021-01-03 14:00:00,Denmark,East Denmark,DK-DK2,116.02,201.26,84.32,82.85,entsoe.eu,False,
2021-01-03 15:00:00,Denmark,East Denmark,DK-DK2,108.4,187.71,85.31,82.62,entsoe.eu,False,
2021-01-03 16:00:00,Denmark,East Denmark,DK-DK2,110.16,189.05,85.14,81.58,entsoe.eu,False,
2021-01-03 17:00:00,Denmark,East Denmark,DK-DK2,108.25,186.69,85.26,82.16,entsoe.eu,False,
2021-01-03 18:00:00,Denmark,East Denmark,DK-DK2,114.7,195.06,84.54,82.41,entsoe.eu,False,
2021-01-03 19:00:00,Denmark,East Denmark,DK-DK2,114.99,195.89,84.46,82.69,entsoe.eu,False,
2021-01-03 20:00:00,Denmark,East Denmark,DK-DK2,123.49,205.7,83.48,83.28,entsoe.eu,False,
2021-01-03 21:00:00,Denmark,East Denmark,DK-DK2,120.44,202.38,83.77,83.77,entsoe.eu,False,
2021-01-03 22:00:00,Denmark,East Denmark,DK-DK2,131.12,215.12,82.16,81.94,entsoe.eu,False,
2021-01-03 23:00:00,Denmark,East Denmark,DK-DK2,145.66,231.84,80.17,77.5,entsoe.eu,False,
2021-01-04 00:00:00,Denmark,East Denmark,DK-DK2,140.13,227.55,80.97,79.08,entsoe.eu,False,
2021-01-04 01:00:00,Denmark,East Denmark,DK-DK2,144.69,230.9,80.44,77.29,entsoe.eu,False,
2021-01-04 02:00:00,Denmark,East Denmark,DK-DK2,142.55,229.48,80.7,77.21,entsoe.eu,False,
2021-01-04 03:00:00,Denmark,East Denmark,DK-DK2,152.03,245.7,79.61,78.19,entsoe.eu,False,
2021-01-04 04:00:00,Denmark,East Denmark,DK-DK2,136.93,226.6,81.4,81.06,entsoe.eu,False,
2021-01-04 05:00:00,Denmark,East Denmark,DK-DK2,127.75,216.74,82.54,81.56,entsoe.eu,False,
2021-01-04 06:00:00,Denmark,East Denmark,DK-DK2,123.72,208.32,82.73,79.34,entsoe.eu,False,
2021-01-04 07:00:00,Denmark,East Denmark,DK-DK2,172.88,269.52,75.54,74.02,entsoe.eu,False,
2021-01-04 08:00:00,Denmark,East Denmark,DK-DK2,158.28,256.63,76.73,75.99,entsoe.eu,False,
2021-01-04 09:00:00,Denmark,East Denmark,DK-DK2,132.39,221.52,79.78,78.08,entsoe.eu,False,
2021-01-04 10:00:00,Denmark,East Denmark,DK-DK2,137.44,225.23,79.66,77.89,entsoe.eu,False,
2021-01-04 11:00:00,Denmark,East Denmark,DK-DK2,133.77,225.09,80.26,79.23,entsoe.eu,False,
2021-01-04 12:00:00,Denmark,East Denmark,DK-DK2,135.64,227.23,80.03,78.53,entsoe.eu,False,
2021-01-04 13:00:00,Denmark,East Denmark,DK-DK2,138.89,231.34,79.46,77.9,entsoe.eu,False,
2021-01-04 14:00:00,Denmark,East Denmark,DK-DK2,140.87,232.47,79.18,77.06,entsoe.eu,False,
2021-01-04 15:00:00,Denmark,East Denmark,DK-DK2,135.18,224.9,79.92,77.29,entsoe.eu,False,
2021-01-04 16:00:00,Denmark,East Denmark,DK-DK2,139.92,227.83,79.44,75.84,entsoe.eu,False,
2021-01-04 17:00:00,Denmark,East Denmark,DK-DK2,131.7,218.73,80.45,76.26,entsoe.eu,False,
2021-01-04 18:00:00,Denmark,East Denmark,DK-DK2,131.47,220.48,80.57,77.79,entsoe.eu,False,
2021-01-04 19:00:00,Denmark,East Denmark,DK-DK2,127.72,219.25,80.99,79.29,entsoe.eu,False,
2021-01-04 20:00:00,Denmark,East Denmark,DK-DK2,131.69,224.84,80.56,80.15,entsoe.eu,False,
2021-01-04 21:00:00,Denmark,East Denmark,DK-DK2,123.72,215.72,83.02,82.94,entsoe.eu,False,
2021-01-04 22:00:00,Denmark,East Denmark,DK-DK2,125.41,216.38,82.97,82.97,entsoe.eu,False,
2021-01-04 23:00:00,Denmark,East Denmark,DK-DK2,133.25,218.94,81.9,81.9,entsoe.eu,False,
2021-01-05 00:00:00,Denmark,East Denmark,DK-DK2,133.66,212.29,81.8,81.72,entsoe.eu,False,
2021-01-05 01:00:00,Denmark,East Denmark,DK-DK2,132.9,207.0,81.84,80.75,entsoe.eu,False,
2021-01-05 02:00:00,Denmark,East Denmark,DK-DK2,133.04,208.94,81.81,81.08,entsoe.eu,False,
2021-01-05 03:00:00,Denmark,East Denmark,DK-DK2,126.05,204.68,82.77,81.71,entsoe.eu,False,
2021-01-05 04:00:00,Denmark,East Denmark,DK-DK2,128.0,213.78,82.58,82.36,entsoe.eu,False,
2021-01-05 05:00:00,Denmark,East Denmark,DK-DK2,126.54,212.24,82.88,81.35,entsoe.eu,False,
2021-01-05 06:00:00,Denmark,East Denmark,DK-DK2,137.58,229.14,80.68,78.96,entsoe.eu,False,
2021-01-05 07:00:00,Denmark,East Denmark,DK-DK2,148.16,240.65,78.45,75.53,entsoe.eu,False,
2021-01-05 08:00:00,Denmark,East Denmark,DK-DK2,136.25,227.02,80.42,77.2,entsoe.eu,False,
2021-01-05 09:00:00,Denmark,East Denmark,DK-DK2,115.92,204.48,82.74,78.63,entsoe.eu,False,
2021-01-05 10:00:00,Denmark,East Denmark,DK-DK2,119.47,210.75,81.42,77.58,entsoe.eu,False,
2021-01-05 11:00:00,Denmark,East Denmark,DK-DK2,128.61,223.34,79.96,76.73,entsoe.eu,False,
2021-01-05 12:00:00,Denmark,East Denmark,DK-DK2,128.35,228.13,79.95,78.07,entsoe.eu,False,
2021-01-05 13:00:00,Denmark,East Denmark,DK-DK2,123.45,220.76,80.58,77.67,entsoe.eu,False,
2021-01-05 14:00:00,Denmark,East Denmark,DK-DK2,123.0,220.58,80.99,78.12,entsoe.eu,False,
2021-01-05 15:00:00,Denmark,East Denmark,DK-DK2,126.92,221.65,80.34,76.65,entsoe.eu,False,
2021-01-05 16:00:00,Denmark,East Denmark,DK-DK2,117.27,201.92,81.83,75.24,entsoe.eu,False,
2021-01-05 17:00:00,Denmark,East Denmark,DK-DK2,116.84,202.27,82.33,75.27,entsoe.eu,False,
2021-01-05 18:00:00,Denmark,East Denmark,DK-DK2,117.28,211.27,82.21,77.37,entsoe.eu,False,
2021-01-05 19:00:00,Denmark,East Denmark,DK-DK2,123.81,216.73,81.04,75.58,entsoe.eu,False,
2021-01-05 20:00:00,Denmark,East Denmark,DK-DK2,123.35,216.45,81.47,75.71,entsoe.eu,False,
2021-01-05 21:00:00,Denmark,East Denmark,DK-DK2,112.68,203.84,83.55,77.8,entsoe.eu,False,
2021-01-05 22:00:00,Denmark,East Denmark,DK-DK2,96.96,184.77,86.82,81.52,entsoe.eu,False,
2021-01-05 23:00:00,Denmark,East Denmark,DK-DK2,128.35,221.86,82.25,79.89,entsoe.eu,False,
2021-01-06 00:00:00,Denmark,East Denmark,DK-DK2,139.63,237.29,80.47,79.58,entsoe.eu,False,
2021-01-06 01:00:00,Denmark,East Denmark,DK-DK2,140.26,236.92,80.39,77.51,entsoe.eu,False,
2021-01-06 02:00:00,Denmark,East Denmark,DK-DK2,132.77,225.96,81.47,77.32,entsoe.eu,False,
2021-01-06 03:00:00,Denmark,East Denmark,DK-DK2,131.66,223.55,81.73,77.34,entsoe.eu,False,
2021-01-06 04:00:00,Denmark,East Denmark,DK-DK2,126.98,215.48,82.32,78.15,entsoe.eu,False,
2021-01-06 05:00:00,Denmark,East Denmark,DK-DK2,110.77,197.36,84.63,78.67,entsoe.eu,False,
2021-01-06 06:00:00,Denmark,East Denmark,DK-DK2,121.79,212.21,82.36,78.6,entsoe.eu,False,
2021-01-06 07:00:00,Denmark,East Denmark,DK-DK2,127.44,219.49,80.97,77.16,entsoe.eu,False,
2021-01-06 08:00:00,Denmark,East Denmark,DK-DK2,131.62,224.17,80.49,76.29,entsoe.eu,False,
2021-01-06 09:00:00,Denmark,East Denmark,DK-DK2,118.34,210.04,82.08,76.35,entsoe.eu,False,
2021-01-06 10:00:00,Denmark,East Denmark,DK-DK2,125.91,218.22,81.45,76.39,entsoe.eu,False,
2021-01-06 11:00:00,Denmark,East Denmark,DK-DK2,125.83,218.31,81.39,76.28,entsoe.eu,False,
2021-01-06 12:00:00,Denmark,East Denmark,DK-DK2,126.69,219.67,81.23,75.98,entsoe.eu,False,
2021-01-06 13:00:00,Denmark,East Denmark,DK-DK2,133.56,229.47,79.62,74.34,entsoe.eu,False,
2021-01-06 14:00:00,Denmark,East Denmark,DK-DK2,137.2,232.46,78.95,73.87,entsoe.eu,False,
2021-01-06 15:00:00,Denmark,East Denmark,DK-DK2,160.54,253.14,75.96,70.89,entsoe.eu,False,
2021-01-06 16:00:00,Denmark,East Denmark,DK-DK2,172.04,271.28,74.36,69.73,entsoe.eu,False,
2021-01-06 17:00:00,Denmark,East Denmark,DK-DK2,160.55,257.74,76.09,69.92,entsoe.eu,False,
2021-01-06 18:00:00,Denmark,East Denmark,DK-DK2,142.12,234.34,78.28,70.03,entsoe.eu,False,
2021-01-06 19:00:00,Denmark,East Denmark,DK-DK2,129.48,221.53,80.89,72.07,entsoe.eu,False,
2021-01-06 20:00:00,Denmark,East Denmark,DK-DK2,134.78,228.67,80.27,72.54,entsoe.eu,False,
2021-01-06 21:00:00,Denmark,East Denmark,DK-DK2,124.09,218.03,82.47,74.48,entsoe.eu,False,
2021-01-06 22:00:00,Denmark,East Denmark,DK-DK2,123.53,219.29,82.71,74.4,entsoe.eu,False,
2021-01-06 23:00:00,Denmark,East Denmark,DK-DK2,139.73,236.24,80.75,71.67,entsoe.eu,False,
2021-01-07 00:00:00,Denmark,East Denmark,DK-DK2,126.92,224.02,82.91,73.2,entsoe.eu,False,
2021-01-07 01:00:00,Denmark,East Denmark,DK-DK2,124.66,221.74,83.24,73.16,entsoe.eu,False,
2021-01-07 02:00:00,Denmark,East Denmark,DK-DK2,127.12,224.52,82.92,72.92,entsoe.eu,False,
2021-01-07 03:00:00,Denmark,East Denmark,DK-DK2,122.34,218.58,83.6,73.76,entsoe.eu,False,
2021-01-07 04:00:00,Denmark,East Denmark,DK-DK2,100.93,194.39,86.31,74.36,entsoe.eu,False,
2021-01-07 05:00:00,Denmark,East Denmark,DK-DK2,109.54,205.91,85.18,73.85,entsoe.eu,False,
2021-01-07 06:00:00,Denmark,East Denmark,DK-DK2,140.28,239.12,80.98,70.52,entsoe.eu,False,
2021-01-07 07:00:00,Denmark,East Denmark,DK-DK2,158.89,258.57,77.47,67.53,entsoe.eu,False,
2021-01-07 08:00:00,Denmark,East Denmark,DK-DK2,163.09,266.02,75.7,66.35,entsoe.eu,False,
2021-01-07 09:00:00,Denmark,East Denmark,DK-DK2,168.48,273.49,74.32,65.15,entsoe.eu,False,
2021-01-07 10:00:00,Denmark,East Denmark,DK-DK2,194.41,301.01,71.14,62.92,entsoe.eu,False,
2021-01-07 11:00:00,Denmark,East Denmark,DK-DK2,201.64,309.95,70.13,61.99,entsoe.eu,False,
2021-01-07 12:00:00,Denmark,East Denmark,DK-DK2,201.21,308.82,70.28,61.6,entsoe.eu,False,
2021-01-07 13:00:00,Denmark,East Denmark,DK-DK2,197.82,307.32,69.82,61.67,entsoe.eu,False,
2021-01-07 14:00:00,Denmark,East Denmark,DK-DK2,212.65,324.03,68.76,61.72,entsoe.eu,False,
2021-01-07 15:00:00,Denmark,East Denmark,DK-DK2,297.16,423.88,59.05,56.63,entsoe.eu,False,
2021-01-07 16:00:00,Denmark,East Denmark,DK-DK2,268.18,393.43,63.14,59.61,entsoe.eu,False,
2021-01-07 17:00:00,Denmark,East Denmark,DK-DK2,236.03,353.5,66.01,61.07,entsoe.eu,False,
2021-01-07 18:00:00,Denmark,East Denmark,DK-DK2,185.08,293.53,72.24,64.46,entsoe.eu,False,
2021-01-07 19:00:00,Denmark,East Denmark,DK-DK2,165.11,267.15,75.29,64.18,entsoe.eu,False,
2021-01-07 20:00:00,Denmark,East Denmark,DK-DK2,135.21,231.54,80.98,67.14,entsoe.eu,False,
2021-01-07 21:00:00,Denmark,East Denmark,DK-DK2,145.06,246.31,79.72,66.94,entsoe.eu,False,
2021-01-07 22:00:00,Denmark,East Denmark,DK-DK2,123.87,225.53,82.62,67.42,entsoe.eu,False,
2021-01-07 23:00:00,Denmark,East Denmark,DK-DK2,150.81,251.65,79.44,62.83,entsoe.eu,False,
2021-01-08 00:00:00,Denmark,East Denmark,DK-DK2,138.33,238.11,81.51,63.49,entsoe.eu,False,
2021-01-08 01:00:00,Denmark,East Denmark,DK-DK2,133.44,230.97,81.93,63.46,entsoe.eu,False,
2021-01-08 02:00:00,Denmark,East Denmark,DK-DK2,126.05,221.76,83.01,64.04,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 03:00:00,Denmark,East Denmark,DK-DK2,113.77,208.79,84.37,65.04,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-08 04:00:00,Denmark,East Denmark,DK-DK2,123.55,220.14,82.97,65.27,entsoe.eu,False,
2021-01-08 05:00:00,Denmark,East Denmark,DK-DK2,123.48,224.32,82.79,67.98,entsoe.eu,False,
2021-01-08 06:00:00,Denmark,East Denmark,DK-DK2,154.66,260.67,78.8,67.0,entsoe.eu,False,
2021-01-08 07:00:00,Denmark,East Denmark,DK-DK2,174.27,280.39,75.01,63.91,entsoe.eu,False,
2021-01-08 08:00:00,Denmark,East Denmark,DK-DK2,181.83,292.04,73.31,64.04,entsoe.eu,False,
2021-01-08 09:00:00,Denmark,East Denmark,DK-DK2,165.55,272.34,75.65,65.28,entsoe.eu,False,
2021-01-08 10:00:00,Denmark,East Denmark,DK-DK2,148.19,253.68,77.49,66.73,entsoe.eu,False,
2021-01-08 11:00:00,Denmark,East Denmark,DK-DK2,152.19,258.0,76.76,66.48,entsoe.eu,False,
2021-01-08 12:00:00,Denmark,East Denmark,DK-DK2,167.86,278.13,74.97,65.92,entsoe.eu,False,
2021-01-08 13:00:00,Denmark,East Denmark,DK-DK2,157.47,267.83,76.23,66.68,entsoe.eu,False,
2021-01-08 14:00:00,Denmark,East Denmark,DK-DK2,175.33,291.2,73.59,66.12,entsoe.eu,False,
2021-01-08 15:00:00,Denmark,East Denmark,DK-DK2,190.08,309.41,71.32,65.0,entsoe.eu,False,
2021-01-08 16:00:00,Denmark,East Denmark,DK-DK2,162.59,267.54,74.98,64.43,entsoe.eu,False,
2021-01-08 17:00:00,Denmark,East Denmark,DK-DK2,161.23,268.16,74.87,65.49,entsoe.eu,False,
2021-01-08 18:00:00,Denmark,East Denmark,DK-DK2,150.32,253.39,77.46,66.45,entsoe.eu,False,
2021-01-08 19:00:00,Denmark,East Denmark,DK-DK2,142.48,241.18,79.38,66.63,entsoe.eu,False,
2021-01-08 20:00:00,Denmark,East Denmark,DK-DK2,140.0,237.0,79.7,66.22,entsoe.eu,False,
2021-01-08 21:00:00,Denmark,East Denmark,DK-DK2,140.9,239.27,79.29,65.71,entsoe.eu,False,
2021-01-08 22:00:00,Denmark,East Denmark,DK-DK2,142.35,227.95,78.73,62.9,entsoe.eu,False,
2021-01-08 23:00:00,Denmark,East Denmark,DK-DK2,143.05,220.54,79.48,61.41,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 00:00:00,Denmark,East Denmark,DK-DK2,157.49,238.0,77.11,59.59,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 01:00:00,Denmark,East Denmark,DK-DK2,134.64,214.28,79.48,60.6,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 02:00:00,Denmark,East Denmark,DK-DK2,131.48,210.95,79.91,60.99,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 03:00:00,Denmark,East Denmark,DK-DK2,131.09,210.25,80.08,61.15,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 04:00:00,Denmark,East Denmark,DK-DK2,145.67,226.66,78.28,61.11,entsoe.eu,False,
2021-01-09 05:00:00,Denmark,East Denmark,DK-DK2,136.12,214.79,79.81,61.95,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 06:00:00,Denmark,East Denmark,DK-DK2,147.01,226.5,78.32,61.75,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 07:00:00,Denmark,East Denmark,DK-DK2,157.65,238.97,77.2,61.08,entsoe.eu,False,
2021-01-09 08:00:00,Denmark,East Denmark,DK-DK2,159.75,243.38,76.47,59.72,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 09:00:00,Denmark,East Denmark,DK-DK2,157.65,240.27,75.68,59.39,entsoe.eu,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-09 10:00:00,Denmark,East Denmark,DK-DK2,156.16,239.38,75.32,59.4,entsoe.eu,False,
2021-01-09 11:00:00,Denmark,East Denmark,DK-DK2,168.65,253.06,72.65,57.57,entsoe.eu,False,
2021-01-09 12:00:00,Denmark,East Denmark,DK-DK2,203.66,288.86,67.98,55.57,entsoe.eu,False,
2021-01-09 13:00:00,Denmark,East Denmark,DK-DK2,215.05,303.35,66.88,55.32,entsoe.eu,False,
2021-01-09 14:00:00,Denmark,East Denmark,DK-DK2,241.28,336.74,63.37,53.84,entsoe.eu,False,
2021-01-09 15:00:00,Denmark,East Denmark,DK-DK2,330.1,433.79,52.31,46.19,entsoe.eu,False,
2021-01-09 16:00:00,Denmark,East Denmark,DK-DK2,279.14,376.45,57.75,49.65,entsoe.eu,False,
2021-01-09 17:00:00,Denmark,East Denmark,DK-DK2,266.73,363.14,59.43,50.39,entsoe.eu,False,
2021-01-09 18:00:00,Denmark,East Denmark,DK-DK2,236.05,328.69,63.11,53.11,entsoe.eu,False,
2021-01-09 19:00:00,Denmark,East Denmark,DK-DK2,204.11,290.02,67.98,55.63,entsoe.eu,False,
2021-01-09 20:00:00,Denmark,East Denmark,DK-DK2,196.79,281.86,69.24,57.0,entsoe.eu,False,
2021-01-09 21:00:00,Denmark,East Denmark,DK-DK2,168.16,247.52,74.01,60.01,entsoe.eu,False,
2021-01-09 22:00:00,Denmark,East Denmark,DK-DK2,150.46,227.78,76.56,61.28,entsoe.eu,False,
2021-01-09 23:00:00,Denmark,East Denmark,DK-DK2,141.03,213.59,79.26,63.81,entsoe.eu,False,
2021-01-10 00:00:00,Denmark,East Denmark,DK-DK2,144.35,217.65,78.96,63.74,entsoe.eu,False,
2021-01-10 01:00:00,Denmark,East Denmark,DK-DK2,142.49,213.88,79.28,64.36,entsoe.eu,False,
2021-01-10 02:00:00,Denmark,East Denmark,DK-DK2,137.51,208.34,79.94,65.85,entsoe.eu,False,
2021-01-10 03:00:00,Denmark,East Denmark,DK-DK2,139.6,210.06,79.66,66.12,entsoe.eu,False,
2021-01-10 04:00:00,Denmark,East Denmark,DK-DK2,133.49,202.93,80.52,66.11,entsoe.eu,False,
2021-01-10 05:00:00,Denmark,East Denmark,DK-DK2,140.06,209.21,79.73,67.04,entsoe.eu,False,
2021-01-10 06:00:00,Denmark,East Denmark,DK-DK2,126.71,193.91,81.52,67.93,entsoe.eu,False,
2021-01-10 07:00:00,Denmark,East Denmark,DK-DK2,134.08,200.55,80.47,70.04,entsoe.eu,False,
2021-01-10 08:00:00,Denmark,East Denmark,DK-DK2,136.88,203.33,79.67,69.14,entsoe.eu,False,
2021-01-10 09:00:00,Denmark,East Denmark,DK-DK2,136.25,203.24,79.14,68.51,entsoe.eu,False,
2021-01-10 10:00:00,Denmark,East Denmark,DK-DK2,123.07,188.06,81.08,69.93,entsoe.eu,False,
2021-01-10 11:00:00,Denmark,East Denmark,DK-DK2,124.94,189.49,80.88,71.0,entsoe.eu,False,
